held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
attack_flow,ctid,43,20,0.2,0.11809430673238497,0.10967387678934737,0,109,263
attack_flow,ctid,43,20,0.3,0.1174802546574095,0.09956761282603825,0,109,263
attack_flow,ctid,43,20,0.4,0.11777042903711273,0.10388412249394863,0,109,263
attack_flow,ctid,43,20,0.5,0.11791630706732892,0.0964069787336766,0,109,263
attack_flow,ctid,43,20,0.6,0.11924098903916827,0.09452215008746971,0,109,263
attack_flow,ctid,43,20,0.7,0.12314480931174339,0.09412729178748613,0,109,263
attack_flow,ctid,43,20,0.8,0.12369440206904207,0.09491730152592877,0,109,263
attack_flow,ctid,43,20,0.9,0.12773933790572248,0.09144571866484387,0,109,263
attack_flow,ctid,43,20,1.0,0.12722191021867063,0.09150092132437845,0,109,263
attack_flow,ctid,43,40,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,43,40,0.1,0.11291425958222763,0.1119350674715146,0,109,263
attack_flow,ctid,43,40,0.2,0.11281948704189611,0.11217479788064748,0,109,263
attack_flow,ctid,43,40,0.3,0.11281948704189611,0.10419524990638544,0,109,263
attack_flow,ctid,43,40,0.4,0.11040769568750401,0.10339009318998553,0,109,263
attack_flow,ctid,43,40,0.5,0.11199156776252564,0.1018533038955582,0,109,263
attack_flow,ctid,43,40,0.6,0.11304959069394624,0.09908438150979373,0,109,263
attack_flow,ctid,43,40,0.7,0.11538828451030488,0.09391545142649241,0,109,263
attack_flow,ctid,43,40,0.8,0.11596379937752452,0.09472465875009678,0,109,263
attack_flow,ctid,43,40,0.9,0.11733569369731353,0.09151134883118534,0,109,263
attack_flow,ctid,43,40,1.0,0.11552293186563534,0.09052523341108018,0,109,263
attack_flow,ctid,43,60,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,43,60,0.1,0.1137893880395298,0.11067046623215002,0,109,263
attack_flow,ctid,43,60,0.2,0.1116631122766361,0.11046010623385741,0,109,263
attack_flow,ctid,43,60,0.3,0.11221212979439019,0.11020238723499169,0,109,263
attack_flow,ctid,43,60,0.4,0.11110425680451774,0.10643406449454762,0,109,263
attack_flow,ctid,43,60,0.5,0.11006599265300385,0.09879623591257738,0,109,263
attack_flow,ctid,43,60,0.6,0.11245633821700915,0.0953415404683295,0,109,263
attack_flow,ctid,43,60,0.7,0.1128377694891359,0.09203280212418656,0,109,263
attack_flow,ctid,43,60,0.8,0.11419064118601807,0.09192154909329014,0,109,263
attack_flow,ctid,43,60,0.9,0.11406419487694748,0.08780900613762649,0,109,263
attack_flow,ctid,43,60,1.0,0.11485993452502594,0.08838031970629541,0,109,263
attack_flow,ctid,43,80,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,43,80,0.1,0.12063345734988802,0.1108188557275156,0,109,263
attack_flow,ctid,43,80,0.2,0.12016050862617375,0.1117347328767194,0,109,263
attack_flow,ctid,43,80,0.3,0.11905619910474838,0.11140121760136927,0,109,263
attack_flow,ctid,43,80,0.4,0.11859656808284466,0.10858605579402217,0,109,263
attack_flow,ctid,43,80,0.5,0.11873821895566775,0.10379023169797141,0,109,263
attack_flow,ctid,43,80,0.6,0.12104660172977766,0.09694332651426621,0,109,263
attack_flow,ctid,43,80,0.7,0.12129857965421983,0.09636506835709469,0,109,263
attack_flow,ctid,43,80,0.8,0.12150457917059054,0.0946124686920777,0,109,263
attack_flow,ctid,43,80,0.9,0.11985392086420874,0.09256266806201277,0,109,263
attack_flow,ctid,43,80,1.0,0.12466857241291499,0.0964203780241733,0,109,263
attack_flow,ctid,43,100,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,43,100,0.1,0.11368444605078518,0.11029036675853296,0,109,263
attack_flow,ctid,43,100,0.2,0.11207686112371248,0.110123115666518,0,109,263
attack_flow,ctid,43,100,0.3,0.11210718780564558,0.10879720365406612,0,109,263
attack_flow,ctid,43,100,0.4,0.11188197946684031,0.09977821719689497,0,109,263
attack_flow,ctid,43,100,0.5,0.10889095367159544,0.09543846466783791,0,109,263
attack_flow,ctid,43,100,0.6,0.10834549732782399,0.09521466013431981,0,109,263
attack_flow,ctid,43,100,0.7,0.10874031382575466,0.0953992390918956,0,109,263
attack_flow,ctid,43,100,0.8,0.10644199859583525,0.08825749174803613,0,109,263
attack_flow,ctid,43,100,0.9,0.1066030368951378,0.0891995349945925,0,109,263
attack_flow,ctid,43,100,1.0,0.10084294487913434,0.09003348191363365,0,109,263
attack_flow,ctid,44,20,0.0,0.12004516057842711,0.11253265700159876,1,109,263
attack_flow,ctid,44,20,0.1,0.111418408415183,0.10975103207724302,0,109,263
attack_flow,ctid,44,20,0.2,0.11144873509711609,0.10967387678934737,0,109,263
attack_flow,ctid,44,20,0.3,0.11083468302214061,0.09956761282603825,0,109,263
attack_flow,ctid,44,20,0.4,0.11076007990862775,0.10388412249394863,0,109,263
attack_flow,ctid,44,20,0.5,0.11063805126755097,0.0964069787336766,0,109,263
attack_flow,ctid,44,20,0.6,0.1101648716940842,0.09452215008746971,0,109,263
attack_flow,ctid,44,20,0.7,0.11365934983473855,0.09412729178748613,0,109,263
attack_flow,ctid,44,20,0.8,0.11475355553777919,0.09491730152592877,0,109,263
attack_flow,ctid,44,20,0.9,0.11095170509275745,0.09144571866484387,0,109,263
attack_flow,ctid,44,20,1.0,0.11272531614748642,0.09150092132437845,0,109,263
attack_flow,ctid,44,40,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,44,40,0.1,0.12377117259049923,0.1119350674715146,0,109,263
attack_flow,ctid,44,40,0.2,0.12219391434535962,0.11217479788064748,0,109,263
attack_flow,ctid,44,40,0.3,0.12219391434535962,0.10419524990638544,0,109,263
attack_flow,ctid,44,40,0.4,0.12150424717319597,0.10339009318998553,0,109,263
attack_flow,ctid,44,40,0.5,0.12193297534865692,0.1018533038955582,0,109,263
attack_flow,ctid,44,40,0.6,0.12364401767500766,0.09908438150979373,0,109,263
attack_flow,ctid,44,40,0.7,0.12666184161377722,0.09391545142649241,0,109,263
attack_flow,ctid,44,40,0.8,0.12715817644470426,0.09472465875009678,0,109,263
attack_flow,ctid,44,40,0.9,0.12949367199382675,0.09151134883118534,0,109,263
attack_flow,ctid,44,40,1.0,0.13199764545284498,0.09052523341108018,0,109,263
