sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,flow_file
attack_flow::FIN13 Case 1::0025,attack_flow,FIN13 Case 1,25,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595"",""T1110""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001"",""T1110""]",T1590,T1590,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0026,attack_flow,FIN13 Case 1,26,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595"",""T1110"",""T1590""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001"",""T1110"",""T1590""]",T1595,T1595,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0027,attack_flow,FIN13 Case 1,27,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595"",""T1110"",""T1590"",""T1595""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001"",""T1110"",""T1590"",""T1595""]",T1570,T1570,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0028,attack_flow,FIN13 Case 1,28,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595"",""T1110"",""T1590"",""T1595"",""T1570""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001"",""T1110"",""T1590"",""T1595"",""T1570""]",T1533,T1533,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0029,attack_flow,FIN13 Case 1,29,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595"",""T1110"",""T1590"",""T1595"",""T1570"",""T1533""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001"",""T1110"",""T1590"",""T1595"",""T1570"",""T1533""]",T1021,T1021.001,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0030,attack_flow,FIN13 Case 1,30,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595"",""T1110"",""T1590"",""T1595"",""T1570"",""T1533"",""T1021""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001"",""T1110"",""T1590"",""T1595"",""T1570"",""T1533"",""T1021.001""]",T1111,T1111,FIN13 Case 1.afb
attack_flow::FIN13 Case 1::0031,attack_flow,FIN13 Case 1,31,"[""T1595"",""T1595"",""T1190"",""T1505"",""T1046"",""T1105"",""T1505"",""T1505"",""T1595"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558"",""T1078"",""T1059"",""T1505"",""T1570"",""T1595"",""T1110"",""T1590"",""T1595"",""T1570"",""T1533"",""T1021"",""T1111""]","[""T1595.002"",""T1595"",""T1190"",""T1505.003"",""T1046"",""T1105"",""T1505.003"",""T1505.003"",""T1595.001"",""T1570"",""T1570"",""T1210"",""T1003"",""T1021.004"",""T1005"",""T1040"",""T1070"",""T1570"",""T1558.003"",""T1078"",""T1059.001"",""T1505.003"",""T1570"",""T1595.001"",""T1110"",""T1590"",""T1595"",""T1570"",""T1533"",""T1021.001"",""T1111""]",T1078,T1078,FIN13 Case 1.afb
attack_flow::FIN13 Case 2::0001,attack_flow,FIN13 Case 2,1,"[""T1190""]","[""T1190""]",T1105,T1105,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0002,attack_flow,FIN13 Case 2,2,"[""T1190"",""T1105""]","[""T1190"",""T1105""]",T1505,T1505.003,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0003,attack_flow,FIN13 Case 2,3,"[""T1190"",""T1105"",""T1505""]","[""T1190"",""T1105"",""T1505.003""]",T1203,T1203,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0004,attack_flow,FIN13 Case 2,4,"[""T1190"",""T1105"",""T1505"",""T1203""]","[""T1190"",""T1105"",""T1505.003"",""T1203""]",T1003,T1003.001,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0005,attack_flow,FIN13 Case 2,5,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001""]",T1595,T1595,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0006,attack_flow,FIN13 Case 2,6,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595""]",T1003,T1003.001,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0007,attack_flow,FIN13 Case 2,7,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001""]",T1078,T1078,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0008,attack_flow,FIN13 Case 2,8,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078""]",T1005,T1005,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0009,attack_flow,FIN13 Case 2,9,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005""]",T1083,T1083,FIN13 Case 2.afb
attack_flow::FIN13 Case 2::0010,attack_flow,FIN13 Case 2,10,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595"",""T1003"",""T1078"",""T1005"",""T1083""]","[""T1190"",""T1105"",""T1505.003"",""T1203"",""T1003.001"",""T1595"",""T1003.001"",""T1078"",""T1005"",""T1083""]",T1595,T1595.002,FIN13 Case 2.afb
