method,held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
HM+P,attack_flow,stockpile,42,20,0.9,0.07220284368265185,0.09350694453086697,0,263,109
HM+P,attack_flow,stockpile,42,20,1.0,0.06703511035622498,0.0947681944091113,0,263,109
HM+P,attack_flow,stockpile,42,40,0.0,0.15578535298008467,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,42,40,0.1,0.1366738099887589,0.11619249076744476,0,263,109
HM+P,attack_flow,stockpile,42,40,0.2,0.12593071138681908,0.115472849972629,0,263,109
HM+P,attack_flow,stockpile,42,40,0.3,0.12426541668697591,0.11397470061997594,0,263,109
HM+P,attack_flow,stockpile,42,40,0.4,0.1075210974542421,0.10435911209793731,0,263,109
HM+P,attack_flow,stockpile,42,40,0.5,0.08460286709839379,0.09907965641685987,0,263,109
HM+P,attack_flow,stockpile,42,40,0.6,0.07572304621417894,0.09653660114184795,0,263,109
HM+P,attack_flow,stockpile,42,40,0.7,0.07955445439624678,0.09563632794812585,0,263,109
HM+P,attack_flow,stockpile,42,40,0.8,0.08826588847378833,0.09563792670497569,0,263,109
HM+P,attack_flow,stockpile,42,40,0.9,0.08655450263842285,0.09596477820154072,0,263,109
HM+P,attack_flow,stockpile,42,40,1.0,0.08812355238370204,0.09770431965375566,0,263,109
HM+P,attack_flow,stockpile,42,60,0.0,0.15578535298008467,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,42,60,0.1,0.1329100138912287,0.11540829688216661,0,263,109
HM+P,attack_flow,stockpile,42,60,0.2,0.12762438758929492,0.11472569698740938,0,263,109
HM+P,attack_flow,stockpile,42,60,0.3,0.12529469045801434,0.11262191339304808,0,263,109
HM+P,attack_flow,stockpile,42,60,0.4,0.10590969288255109,0.10634138048680505,0,263,109
HM+P,attack_flow,stockpile,42,60,0.5,0.08574990239593792,0.10118453657914903,0,263,109
HM+P,attack_flow,stockpile,42,60,0.6,0.06366683360762827,0.09277659685383194,0,263,109
HM+P,attack_flow,stockpile,42,60,0.7,0.06882242446082525,0.09214466941657719,0,263,109
HM+P,attack_flow,stockpile,42,60,0.8,0.06472899393106676,0.0920412052049993,0,263,109
HM+P,attack_flow,stockpile,42,60,0.9,0.05267358515379514,0.09064970463728131,0,263,109
HM+P,attack_flow,stockpile,42,60,1.0,0.050776938950748245,0.0914503383348435,0,263,109
HM+P,attack_flow,stockpile,42,80,0.0,0.15578535298008467,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,42,80,0.1,0.13693288784745114,0.11552790343123809,0,263,109
HM+P,attack_flow,stockpile,42,80,0.2,0.12719714960207482,0.11403353974475358,0,263,109
HM+P,attack_flow,stockpile,42,80,0.3,0.1227758787763829,0.11226162186915496,0,263,109
HM+P,attack_flow,stockpile,42,80,0.4,0.11582560069808967,0.10752085147335119,0,263,109
HM+P,attack_flow,stockpile,42,80,0.5,0.0923976766568266,0.10170354010075278,0,263,109
HM+P,attack_flow,stockpile,42,80,0.6,0.08459895613270087,0.09226177839234292,0,263,109
HM+P,attack_flow,stockpile,42,80,0.7,0.0635194082961503,0.0873343583672137,0,263,109
HM+P,attack_flow,stockpile,42,80,0.8,0.059026490902511115,0.08761810120667297,0,263,109
HM+P,attack_flow,stockpile,42,80,0.9,0.05310260676619419,0.08839473325475976,0,263,109
HM+P,attack_flow,stockpile,42,80,1.0,0.06353342428288686,0.08886070868361154,0,263,109
HM+P,attack_flow,stockpile,42,100,0.0,0.15578535298008467,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,42,100,0.1,0.13747392180842463,0.11637248892859857,0,263,109
HM+P,attack_flow,stockpile,42,100,0.2,0.12800429280331924,0.11493940206444635,0,263,109
HM+P,attack_flow,stockpile,42,100,0.3,0.12488241885036937,0.11323336152389833,0,263,109
HM+P,attack_flow,stockpile,42,100,0.4,0.09908893760997026,0.10781646636953066,0,263,109
HM+P,attack_flow,stockpile,42,100,0.5,0.08896738927824589,0.10183834940515804,0,263,109
HM+P,attack_flow,stockpile,42,100,0.6,0.06045434456166029,0.09132822717983281,0,263,109
HM+P,attack_flow,stockpile,42,100,0.7,0.056352031887776814,0.08964461512793773,0,263,109
HM+P,attack_flow,stockpile,42,100,0.8,0.056307464893326886,0.08815867154178511,0,263,109
HM+P,attack_flow,stockpile,42,100,0.9,0.05172811979443829,0.08786487902391679,0,263,109
HM+P,attack_flow,stockpile,42,100,1.0,0.045900549007928323,0.08983011852175946,0,263,109
HM+P,attack_flow,stockpile,43,20,0.0,0.15522652646444274,0.12909526090771803,1,263,109
HM+P,attack_flow,stockpile,43,20,0.1,0.1366391699674672,0.11477009566858005,0,263,109
HM+P,attack_flow,stockpile,43,20,0.2,0.13229002969260475,0.11217668910597807,0,263,109
HM+P,attack_flow,stockpile,43,20,0.3,0.09845863318347668,0.10725866191130178,0,263,109
HM+P,attack_flow,stockpile,43,20,0.4,0.08957189465141066,0.10098382971523823,0,263,109
HM+P,attack_flow,stockpile,43,20,0.5,0.05248620317728356,0.08942598133122305,0,263,109
HM+P,attack_flow,stockpile,43,20,0.6,0.060530975149833556,0.09250733668308656,0,263,109
HM+P,attack_flow,stockpile,43,20,0.7,0.05959062544538093,0.09502037451407179,0,263,109
HM+P,attack_flow,stockpile,43,20,0.8,0.05693150338443863,0.09469445477690416,0,263,109
HM+P,attack_flow,stockpile,43,20,0.9,0.052303006667683026,0.09350694453086697,0,263,109
HM+P,attack_flow,stockpile,43,20,1.0,0.05690234057986308,0.0947681944091113,0,263,109
HM+P,attack_flow,stockpile,43,40,0.0,0.15522652646444274,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,43,40,0.1,0.13696058000416025,0.11619249076744476,0,263,109
HM+P,attack_flow,stockpile,43,40,0.2,0.13686376415050358,0.115472849972629,0,263,109
HM+P,attack_flow,stockpile,43,40,0.3,0.1228915454256182,0.11397470061997594,0,263,109
HM+P,attack_flow,stockpile,43,40,0.4,0.10367839292487586,0.10435911209793731,0,263,109
HM+P,attack_flow,stockpile,43,40,0.5,0.06834229203568093,0.09907965641685987,0,263,109
HM+P,attack_flow,stockpile,43,40,0.6,0.07339622037426055,0.09653660114184795,0,263,109
HM+P,attack_flow,stockpile,43,40,0.7,0.06966970619261753,0.09563632794812585,0,263,109
HM+P,attack_flow,stockpile,43,40,0.8,0.06878822635575889,0.09563792670497569,0,263,109
HM+P,attack_flow,stockpile,43,40,0.9,0.062144811888401236,0.09596477820154072,0,263,109
HM+P,attack_flow,stockpile,43,40,1.0,0.0587533850136598,0.09770431965375566,0,263,109
HM+P,attack_flow,stockpile,43,60,0.0,0.15522652646444274,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,43,60,0.1,0.1429621421990051,0.11540829688216661,0,263,109
HM+P,attack_flow,stockpile,43,60,0.2,0.1377393761030344,0.11472569698740938,0,263,109
HM+P,attack_flow,stockpile,43,60,0.3,0.13555388468312904,0.11262191339304808,0,263,109
HM+P,attack_flow,stockpile,43,60,0.4,0.11485746232313589,0.10634138048680505,0,263,109
HM+P,attack_flow,stockpile,43,60,0.5,0.10037649523191135,0.10118453657914903,0,263,109
HM+P,attack_flow,stockpile,43,60,0.6,0.07644317307359215,0.09277659685383194,0,263,109
HM+P,attack_flow,stockpile,43,60,0.7,0.07721515231244676,0.09214466941657719,0,263,109
HM+P,attack_flow,stockpile,43,60,0.8,0.07183022006151105,0.0920412052049993,0,263,109
HM+P,attack_flow,stockpile,43,60,0.9,0.06705331029715349,0.09064970463728131,0,263,109
HM+P,attack_flow,stockpile,43,60,1.0,0.06067578773520078,0.0914503383348435,0,263,109
HM+P,attack_flow,stockpile,43,80,0.0,0.15522652646444274,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,43,80,0.1,0.14305261495928556,0.11552790343123809,0,263,109
HM+P,attack_flow,stockpile,43,80,0.2,0.13849152877621476,0.11403353974475358,0,263,109
HM+P,attack_flow,stockpile,43,80,0.3,0.13217151107696476,0.11226162186915496,0,263,109
HM+P,attack_flow,stockpile,43,80,0.4,0.11939214581658614,0.10752085147335119,0,263,109
HM+P,attack_flow,stockpile,43,80,0.5,0.09284210242006465,0.10170354010075278,0,263,109
HM+P,attack_flow,stockpile,43,80,0.6,0.0640616145384467,0.09226177839234292,0,263,109
HM+P,attack_flow,stockpile,43,80,0.7,0.06307062123743494,0.0873343583672137,0,263,109
HM+P,attack_flow,stockpile,43,80,0.8,0.06060975669148558,0.08761810120667297,0,263,109
HM+P,attack_flow,stockpile,43,80,0.9,0.06573167140670119,0.08839473325475976,0,263,109
HM+P,attack_flow,stockpile,43,80,1.0,0.05748941973147951,0.08886070868361154,0,263,109
HM+P,attack_flow,stockpile,43,100,0.0,0.15522652646444274,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,43,100,0.1,0.14305261495928556,0.11637248892859857,0,263,109
HM+P,attack_flow,stockpile,43,100,0.2,0.13840860135553296,0.11493940206444635,0,263,109
HM+P,attack_flow,stockpile,43,100,0.3,0.13733350207012918,0.11323336152389833,0,263,109
HM+P,attack_flow,stockpile,43,100,0.4,0.1249103900890419,0.10781646636953066,0,263,109
HM+P,attack_flow,stockpile,43,100,0.5,0.1051831548493749,0.10183834940515804,0,263,109
HM+P,attack_flow,stockpile,43,100,0.6,0.06311655824694125,0.09132822717983281,0,263,109
HM+P,attack_flow,stockpile,43,100,0.7,0.07441387932784316,0.08964461512793773,0,263,109
HM+P,attack_flow,stockpile,43,100,0.8,0.07044079433252737,0.08815867154178511,0,263,109
HM+P,attack_flow,stockpile,43,100,0.9,0.06735578360028073,0.08786487902391679,0,263,109
HM+P,attack_flow,stockpile,43,100,1.0,0.07040650179645976,0.08983011852175946,0,263,109
HM+P,attack_flow,stockpile,44,20,0.0,0.15274960061987297,0.12909526090771803,1,263,109
HM+P,attack_flow,stockpile,44,20,0.1,0.1281589176140847,0.11477009566858005,0,263,109
HM+P,attack_flow,stockpile,44,20,0.2,0.12663125116547763,0.11217668910597807,0,263,109
HM+P,attack_flow,stockpile,44,20,0.3,0.12250267615836649,0.10725866191130178,0,263,109
HM+P,attack_flow,stockpile,44,20,0.4,0.09760071475909156,0.10098382971523823,0,263,109
HM+P,attack_flow,stockpile,44,20,0.5,0.05661947131078798,0.08942598133122305,0,263,109
HM+P,attack_flow,stockpile,44,20,0.6,0.06877681279951875,0.09250733668308656,0,263,109
HM+P,attack_flow,stockpile,44,20,0.7,0.0785831995008352,0.09502037451407179,0,263,109
HM+P,attack_flow,stockpile,44,20,0.8,0.08162553439821688,0.09469445477690416,0,263,109
HM+P,attack_flow,stockpile,44,20,0.9,0.0735845785099582,0.09350694453086697,0,263,109
HM+P,attack_flow,stockpile,44,20,1.0,0.07605145603426697,0.0947681944091113,0,263,109
HM+P,attack_flow,stockpile,44,40,0.0,0.15274960061987297,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,44,40,0.1,0.12436438557766281,0.11619249076744476,0,263,109
HM+P,attack_flow,stockpile,44,40,0.2,0.12555381135333812,0.115472849972629,0,263,109
HM+P,attack_flow,stockpile,44,40,0.3,0.12830586653080223,0.11397470061997594,0,263,109
HM+P,attack_flow,stockpile,44,40,0.4,0.09786743923591042,0.10435911209793731,0,263,109
HM+P,attack_flow,stockpile,44,40,0.5,0.08007974450860839,0.09907965641685987,0,263,109
HM+P,attack_flow,stockpile,44,40,0.6,0.06263516147290346,0.09653660114184795,0,263,109
HM+P,attack_flow,stockpile,44,40,0.7,0.07920875769415771,0.09563632794812585,0,263,109
HM+P,attack_flow,stockpile,44,40,0.8,0.06969474879788552,0.09563792670497569,0,263,109
HM+P,attack_flow,stockpile,44,40,0.9,0.06757271196254941,0.09596477820154072,0,263,109
HM+P,attack_flow,stockpile,44,40,1.0,0.07442139417478692,0.09770431965375566,0,263,109
HM+P,attack_flow,stockpile,44,60,0.0,0.15274960061987297,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,44,60,0.1,0.1244409394517463,0.11540829688216661,0,263,109
HM+P,attack_flow,stockpile,44,60,0.2,0.12619246865142153,0.11472569698740938,0,263,109
HM+P,attack_flow,stockpile,44,60,0.3,0.12102795007758332,0.11262191339304808,0,263,109
HM+P,attack_flow,stockpile,44,60,0.4,0.10434489895298858,0.10634138048680505,0,263,109
HM+P,attack_flow,stockpile,44,60,0.5,0.08014762391105183,0.10118453657914903,0,263,109
HM+P,attack_flow,stockpile,44,60,0.6,0.06082698867522702,0.09277659685383194,0,263,109
HM+P,attack_flow,stockpile,44,60,0.7,0.07451016599750136,0.09214466941657719,0,263,109
HM+P,attack_flow,stockpile,44,60,0.8,0.07898719813620539,0.0920412052049993,0,263,109
HM+P,attack_flow,stockpile,44,60,0.9,0.07434449276243933,0.09064970463728131,0,263,109
HM+P,attack_flow,stockpile,44,60,1.0,0.07676519545882513,0.0914503383348435,0,263,109
HM+P,attack_flow,stockpile,44,80,0.0,0.15274960061987297,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,44,80,0.1,0.12480351033290205,0.11552790343123809,0,263,109
HM+P,attack_flow,stockpile,44,80,0.2,0.12496293889405026,0.11403353974475358,0,263,109
HM+P,attack_flow,stockpile,44,80,0.3,0.1261294655516627,0.11226162186915496,0,263,109
HM+P,attack_flow,stockpile,44,80,0.4,0.10729443032167404,0.10752085147335119,0,263,109
HM+P,attack_flow,stockpile,44,80,0.5,0.09554720165403803,0.10170354010075278,0,263,109
HM+P,attack_flow,stockpile,44,80,0.6,0.0628065954844116,0.09226177839234292,0,263,109
HM+P,attack_flow,stockpile,44,80,0.7,0.06198269393813215,0.0873343583672137,0,263,109
HM+P,attack_flow,stockpile,44,80,0.8,0.06322994501442081,0.08761810120667297,0,263,109
HM+P,attack_flow,stockpile,44,80,0.9,0.05204168858652963,0.08839473325475976,0,263,109
HM+P,attack_flow,stockpile,44,80,1.0,0.0512177010514249,0.08886070868361154,0,263,109
HM+P,attack_flow,stockpile,44,100,0.0,0.15274960061987297,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,44,100,0.1,0.12547678363037507,0.11637248892859857,0,263,109
HM+P,attack_flow,stockpile,44,100,0.2,0.12853778027237464,0.11493940206444635,0,263,109
HM+P,attack_flow,stockpile,44,100,0.3,0.12377446684345823,0.11323336152389833,0,263,109
HM+P,attack_flow,stockpile,44,100,0.4,0.11007363105235893,0.10781646636953066,0,263,109
HM+P,attack_flow,stockpile,44,100,0.5,0.083081908192991,0.10183834940515804,0,263,109
HM+P,attack_flow,stockpile,44,100,0.6,0.06608564846045378,0.09132822717983281,0,263,109
HM+P,attack_flow,stockpile,44,100,0.7,0.07230322427032068,0.08964461512793773,0,263,109
HM+P,attack_flow,stockpile,44,100,0.8,0.071577114628226,0.08815867154178511,0,263,109
HM+P,attack_flow,stockpile,44,100,0.9,0.06624030569790769,0.08786487902391679,0,263,109
HM+P,attack_flow,stockpile,44,100,1.0,0.06728450468817672,0.08983011852175946,0,263,109
HM+P,attack_flow,stockpile,45,20,0.0,0.14935949719207245,0.12909526090771803,1,263,109
HM+P,attack_flow,stockpile,45,20,0.1,0.10872189697568004,0.11477009566858005,0,263,109
HM+P,attack_flow,stockpile,45,20,0.2,0.11082270435748846,0.11217668910597807,0,263,109
HM+P,attack_flow,stockpile,45,20,0.3,0.10413351648874407,0.10725866191130178,0,263,109
HM+P,attack_flow,stockpile,45,20,0.4,0.09206975695580268,0.10098382971523823,0,263,109
HM+P,attack_flow,stockpile,45,20,0.5,0.08194728683810819,0.08942598133122305,0,263,109
HM+P,attack_flow,stockpile,45,20,0.6,0.0809281527784968,0.09250733668308656,0,263,109
HM+P,attack_flow,stockpile,45,20,0.7,0.07735028270333147,0.09502037451407179,0,263,109
HM+P,attack_flow,stockpile,45,20,0.8,0.07659525806222202,0.09469445477690416,0,263,109
HM+P,attack_flow,stockpile,45,20,0.9,0.06990074351628262,0.09350694453086697,0,263,109
HM+P,attack_flow,stockpile,45,20,1.0,0.07483711693029828,0.0947681944091113,0,263,109
HM+P,attack_flow,stockpile,45,40,0.0,0.14935949719207245,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,45,40,0.1,0.12327362224532966,0.11619249076744476,0,263,109
HM+P,attack_flow,stockpile,45,40,0.2,0.12191140517224507,0.115472849972629,0,263,109
HM+P,attack_flow,stockpile,45,40,0.3,0.12318133886099106,0.11397470061997594,0,263,109
HM+P,attack_flow,stockpile,45,40,0.4,0.0963694462540482,0.10435911209793731,0,263,109
HM+P,attack_flow,stockpile,45,40,0.5,0.09026834152376119,0.09907965641685987,0,263,109
HM+P,attack_flow,stockpile,45,40,0.6,0.08564361382134943,0.09653660114184795,0,263,109
HM+P,attack_flow,stockpile,45,40,0.7,0.07515182339791607,0.09563632794812585,0,263,109
HM+P,attack_flow,stockpile,45,40,0.8,0.07937788742988122,0.09563792670497569,0,263,109
HM+P,attack_flow,stockpile,45,40,0.9,0.07491188693297157,0.09596477820154072,0,263,109
HM+P,attack_flow,stockpile,45,40,1.0,0.06830616995087402,0.09770431965375566,0,263,109
HM+P,attack_flow,stockpile,45,60,0.0,0.14935949719207245,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,45,60,0.1,0.10762638960445028,0.11540829688216661,0,263,109
HM+P,attack_flow,stockpile,45,60,0.2,0.11027488012317498,0.11472569698740938,0,263,109
HM+P,attack_flow,stockpile,45,60,0.3,0.10751273244506535,0.11262191339304808,0,263,109
HM+P,attack_flow,stockpile,45,60,0.4,0.10118366558751918,0.10634138048680505,0,263,109
HM+P,attack_flow,stockpile,45,60,0.5,0.09299784562772094,0.10118453657914903,0,263,109
HM+P,attack_flow,stockpile,45,60,0.6,0.08172289126998812,0.09277659685383194,0,263,109
HM+P,attack_flow,stockpile,45,60,0.7,0.062340413486050274,0.09214466941657719,0,263,109
HM+P,attack_flow,stockpile,45,60,0.8,0.049853067808281366,0.0920412052049993,0,263,109
HM+P,attack_flow,stockpile,45,60,0.9,0.04417933715965098,0.09064970463728131,0,263,109
HM+P,attack_flow,stockpile,45,60,1.0,0.042910969949650914,0.0914503383348435,0,263,109
HM+P,attack_flow,stockpile,45,80,0.0,0.14935949719207245,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,45,80,0.1,0.10779851667593617,0.11552790343123809,0,263,109
HM+P,attack_flow,stockpile,45,80,0.2,0.10762400069619384,0.11403353974475358,0,263,109
HM+P,attack_flow,stockpile,45,80,0.3,0.10728649992869542,0.11226162186915496,0,263,109
HM+P,attack_flow,stockpile,45,80,0.4,0.1049123539379108,0.10752085147335119,0,263,109
HM+P,attack_flow,stockpile,45,80,0.5,0.094741045550302,0.10170354010075278,0,263,109
HM+P,attack_flow,stockpile,45,80,0.6,0.08458327418602783,0.09226177839234292,0,263,109
HM+P,attack_flow,stockpile,45,80,0.7,0.06180479875759732,0.0873343583672137,0,263,109
HM+P,attack_flow,stockpile,45,80,0.8,0.058542559376693094,0.08761810120667297,0,263,109
HM+P,attack_flow,stockpile,45,80,0.9,0.06238560034884438,0.08839473325475976,0,263,109
HM+P,attack_flow,stockpile,45,80,1.0,0.0653714516636262,0.08886070868361154,0,263,109
HM+P,attack_flow,stockpile,45,100,0.0,0.14935949719207245,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,45,100,0.1,0.10914999045871492,0.11637248892859857,0,263,109
HM+P,attack_flow,stockpile,45,100,0.2,0.10856036824545555,0.11493940206444635,0,263,109
HM+P,attack_flow,stockpile,45,100,0.3,0.1104237006449137,0.11323336152389833,0,263,109
HM+P,attack_flow,stockpile,45,100,0.4,0.10387991149438944,0.10781646636953066,0,263,109
HM+P,attack_flow,stockpile,45,100,0.5,0.10377179182511631,0.10183834940515804,0,263,109
HM+P,attack_flow,stockpile,45,100,0.6,0.08958895376069048,0.09132822717983281,0,263,109
HM+P,attack_flow,stockpile,45,100,0.7,0.06528938302160164,0.08964461512793773,0,263,109
HM+P,attack_flow,stockpile,45,100,0.8,0.056483879886768826,0.08815867154178511,0,263,109
HM+P,attack_flow,stockpile,45,100,0.9,0.04588531043063843,0.08786487902391679,0,263,109
HM+P,attack_flow,stockpile,45,100,1.0,0.04170322597083721,0.08983011852175946,0,263,109
HM+P,attack_flow,stockpile,46,20,0.0,0.16107131525788845,0.12909526090771803,1,263,109
HM+P,attack_flow,stockpile,46,20,0.1,0.14139940461397582,0.11477009566858005,0,263,109
HM+P,attack_flow,stockpile,46,20,0.2,0.14137216160370197,0.11217668910597807,0,263,109
HM+P,attack_flow,stockpile,46,20,0.3,0.13415459577926606,0.10725866191130178,0,263,109
HM+P,attack_flow,stockpile,46,20,0.4,0.1140216804329628,0.10098382971523823,0,263,109
HM+P,attack_flow,stockpile,46,20,0.5,0.0929894634573831,0.08942598133122305,0,263,109
HM+P,attack_flow,stockpile,46,20,0.6,0.06731848525638168,0.09250733668308656,0,263,109
HM+P,attack_flow,stockpile,46,20,0.7,0.07579647963041564,0.09502037451407179,0,263,109
HM+P,attack_flow,stockpile,46,20,0.8,0.07478379774706241,0.09469445477690416,0,263,109
HM+P,attack_flow,stockpile,46,20,0.9,0.06607760772144408,0.09350694453086697,0,263,109
HM+P,attack_flow,stockpile,46,20,1.0,0.06229300366469719,0.0947681944091113,0,263,109
HM+P,attack_flow,stockpile,46,40,0.0,0.16107131525788845,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,46,40,0.1,0.13456017173504112,0.11619249076744476,0,263,109
HM+P,attack_flow,stockpile,46,40,0.2,0.14315447489809036,0.115472849972629,0,263,109
HM+P,attack_flow,stockpile,46,40,0.3,0.1390875334602407,0.11397470061997594,0,263,109
HM+P,attack_flow,stockpile,46,40,0.4,0.12135969277672132,0.10435911209793731,0,263,109
HM+P,attack_flow,stockpile,46,40,0.5,0.11291473291862889,0.09907965641685987,0,263,109
HM+P,attack_flow,stockpile,46,40,0.6,0.09481660973609228,0.09653660114184795,0,263,109
HM+P,attack_flow,stockpile,46,40,0.7,0.06668951902960807,0.09563632794812585,0,263,109
HM+P,attack_flow,stockpile,46,40,0.8,0.06259962614361642,0.09563792670497569,0,263,109
HM+P,attack_flow,stockpile,46,40,0.9,0.06794797891165323,0.09596477820154072,0,263,109
HM+P,attack_flow,stockpile,46,40,1.0,0.07077780601280542,0.09770431965375566,0,263,109
HM+P,attack_flow,stockpile,46,60,0.0,0.16107131525788845,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,46,60,0.1,0.13923344426888248,0.11540829688216661,0,263,109
HM+P,attack_flow,stockpile,46,60,0.2,0.1443033062344852,0.11472569698740938,0,263,109
HM+P,attack_flow,stockpile,46,60,0.3,0.14537942108721238,0.11262191339304808,0,263,109
HM+P,attack_flow,stockpile,46,60,0.4,0.13044703464167864,0.10634138048680505,0,263,109
HM+P,attack_flow,stockpile,46,60,0.5,0.11432964408796474,0.10118453657914903,0,263,109
HM+P,attack_flow,stockpile,46,60,0.6,0.10251154668144503,0.09277659685383194,0,263,109
HM+P,attack_flow,stockpile,46,60,0.7,0.06894207333311982,0.09214466941657719,0,263,109
HM+P,attack_flow,stockpile,46,60,0.8,0.0764529522010173,0.0920412052049993,0,263,109
HM+P,attack_flow,stockpile,46,60,0.9,0.07307402218168009,0.09064970463728131,0,263,109
HM+P,attack_flow,stockpile,46,60,1.0,0.07669449513247191,0.0914503383348435,0,263,109
HM+P,attack_flow,stockpile,46,80,0.0,0.16107131525788845,0.12909526090771803,0,263,109
HM+P,attack_flow,stockpile,46,80,0.1,0.1383179490329155,0.11552790343123809,0,263,109
HM+P,attack_flow,stockpile,46,80,0.2,0.13988695809372434,0.11403353974475358,0,263,109
HM+P,attack_flow,stockpile,46,80,0.3,0.14125891209795283,0.11226162186915496,0,263,109
